query_image_path,query_description,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0543687.03@4176692.38@10@S@37.736455@-122.504255@51132005873@@@@@@20210312@@.jpg,"Part of a two-story building with a rounded corner and multi-pane windows, a gnarled tree and dense bushes in front of a two-story motel building, a tall rectangular sign displaying ""OCEAN PARK MOTEL, KITCHENS, HOT TUB, NO VACANCY"" with raised letters, a square-tiled concrete sidewalk, a curb with a white painted line and ""AT ALL TIMES"" text.",543687.03,4176692.38,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9891497008502483,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0543688.30@4176685.51@10@S@37.736419@-122.504278@51987587815@@@@@@20220406@@.jpg,"Left to right: utility poles and wires, a receding street lined with buildings, a sidewalk, a two-story light blue/gray motel building featuring a prominent red neon sign with rounded corners displaying 'OCEAN PARK MOTEL', 'KITCHENS', 'HOT TUB', 'VACANCY', multiple rectangular windows, and a large circular porthole window on its upper facade.",543688.3,4176685.51,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9783942885696888,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0543689.54@4176634.15@10@S@37.736419@-122.504278@6298957237@@@@@@20111031@@.jpg,"Multiple streetlights illuminating a roadway, tall vertical red neon sign displaying ""GOLDEN VALLEY MOTEL KITCHENS HOT TUB VACANCY"", building with a large window featuring a distinct grid pattern.",543689.54,4176634.15,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9759701862931252,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0543691.16@4176678.98@10@S@37.736272@-122.504242@24385852095@@@@@@20160115@@.jpg,"A large, prominent, rounded rectangular neon sign, reading 'OCEAN PARK MOTEL, KITCHENS, HOT TUB, NO VACANCY', attached to a light-colored, two-story building facade with multiple white-framed rectangular windows and a distinctive upper-right round window, a continuous hedge bordering the building's base, next to a concrete sidewalk composed of rectangular slabs, leading past a receding row of similar two-story buildings and a streetlight pole.",543691.16,4176678.98,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9803545065224171,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0543801.25@4176605.56@10@S@37.735578@-122.502956@7028714071@@@@@@20120330@@.jpg,"Commercial building facade with a light grey/blue base and yellow/gold trim, featuring multiple cone-shaped hanging light fixtures; from left to right: outdoor seating with wicker chairs, a tall palm tree, a ground floor window with a neon ""OPEN"" sign, a second ground floor window with a neon ""WIDMER"" sign, the prominent ""JAVA BEACH CAFE"" sign in large, wooden-textured letters across the upper facade, a street pole, a ""USA TODAY"" newspaper stand, a bushy palm tree, a third ground floor window with a green ""ATM"" sign, and more outdoor seating.",543801.25,4176605.56,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9767734035849571,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544035.59@4182102.36@10@S@37.785249@-122.499852@30330540510@@@@@@20161029@@.jpg,"Dark trees, left wing of a classical revival style building with a bas-relief panel and columns, ascending steps lined with ground lights, central colonnade leading to a grand arched entrance with an interior statue, wide central staircase with ground lights, large rectangular reflecting pool with a central circular structure, right wing of the classical revival style building with a bas-relief panel, columns, and a lion sculpture at its base, dark trees.",544035.59,4182102.36,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.994841163046658,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544035.59@4182102.36@10@S@37.785249@-122.499852@30427659142@@@@@@20161024@@.jpg,"Dense trees on the far left, the left wing of a cream-colored neoclassical building with a decorative frieze and a colonnade, a stone lion sculpture, a section of the grand multi-tiered central staircase, the central arched entrance of the building displaying an inscription ""LEGION OF HONOR"" and a statue within, another section of the grand central staircase, a stone lion sculpture, the right wing of the cream-colored neoclassical building with a colonnade and a decorative frieze, dense trees on the far right, a large rectangular reflecting pool basin in the foreground.",544035.59,4182102.36,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9948331527411938,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544036.53@4182091.71@10@S@37.785141@-122.499898@30221092154@@@@@@20161108@@.jpg,"Wide paved promenade with ground lighting fixtures and low retaining walls topped with dense shrubbery, leading to a grand, symmetrical, light-colored neoclassical building; on the far left, a building section with an upper facade relief sculpture, followed by a long colonnade of classical columns, behind which a glass pyramid structure is recessed; a prominent central arched entrance flanked by classical columns; another long colonnade of classical columns, followed by a building section with an upper facade relief sculpture on the far right.",544036.53,4182091.71,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,1.0073867328464985,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544043.28@4182113.61@10@S@37.785157@-122.500535@38558418810@@@@@@20180219@@.jpg,"Dense dark foliage on the left, a central bronze equestrian statue of a rider holding a standard or spear on a multi-tiered light-colored stone pedestal showing green verdigris, and a low, long stone balustrade in the right background.",544043.28,4182113.61,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9901278130710125,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544585.93@4176422.92@10@S@37.733967@-122.493989@49519879692@@@@@@20200211@@.jpg,"Paved road with faint lane markings, area with gnarled bare trees, long weathered concrete balustrade featuring square-profile balusters, dark paved walkway.",544585.93,4176422.92,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9784603584557772,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544596.47@4177341.88@10@S@37.742374@-122.493912@12316092083@@@@@@20140205@@.jpg,"Large dense evergreen trees, streetlamp on a pole, small bus stop shelter structure, multi-lane paved road with tram/trolley tracks and white lane markings, overhead utility/trolley wires, tall utility pole, intersection with traffic signal pole, more large dense evergreen trees, yellow tactile paving on sidewalk.",544596.47,4177341.88,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9860330047085881,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544628.47@4176182.72@10@S@37.731922@-122.493668@43580924374@@@@@@20180827@@.jpg,"Dark trees, a street light pole, a red-roofed bus shelter/kiosk, a main street light pole with two banners and a traffic light fixture (with two small road signs below), an asphalt road with a white striped pedestrian crosswalk, a road receding to the right lined with multiple street light poles, a second traffic light fixture, a circular manhole cover, and trees with another crosswalk section on the far right.",544628.47,4176182.72,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9862339068204165,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544688.80@4177554.85@10@S@37.744212@-122.492547@31750133442@@@@@@20161226@@.jpg,"Reddish-brown multi-story residential building, arched window, rectangular window, prominent pointed architectural element on facade, large upper window with ornate metal balcony railing, recessed rectangular window, multi-panel garage door, landscaping, light-colored fence.",544688.8,4177554.85,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9593733660876751,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544758.83@4177507.74@10@S@37.743917@-122.491882@31781279861@@@@@@20161226@@.jpg,"Residential two-story brick house with a pitched roof, featuring a lawn and tiered retaining wall on the left adorned with vertical blue and purple heart-shaped string lights, a Mickey Mouse light pattern on the lower left house wall, a lower left window framed by lights, a central lower dark window/doorway area framed by red heart-shaped string lights, a prominent green garland nativity scene arch with a white star and colorful lights positioned at the entrance, and a paved pathway extending to the right foreground; the upper left, middle, and right windows are all framed by multi-colored heart-shaped string lights, with the upper middle window showcasing a dense white tree-shaped light display; a vertical string of green and blue heart-shaped lights descends the right house wall, and multi-colored heart-shaped string lights extensively outline the entire roofline.",544758.83,4177507.74,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.981810063123703,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544774.98@4177373.80@10@S@37.742736@-122.491801@31513228780@@@@@@20161226@@.jpg,"Dark-toned wooden garage door, light-colored stucco house facade with an arched ground floor alcove, a large rectangular second-story window, a prominent gable roof, a lower house section to the right with a tiled sloped roof, an adjacent darker-colored house with multiple windows and a dark roof, and a paved driveway in the foreground.",544774.98,4177373.8,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9936639778316021,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544834.28@4177355.93@10@S@37.742397@-122.491096@24318149668@@@@@@20181203@@.jpg,"Bar/pub facade, wall-mounted lantern, ""The FOUR DEUCES"" illuminated sign (with ""The"" in cursive), illuminated martini glass with cards sign, Irish flag, yellow-orange horizontal band, second wall-mounted lantern, window with green neon shamrock sign, large wall poster, dense green bush.",544834.28,4177355.93,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9843483678996563,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544854.44@4177374.68@10@S@37.742585@-122.490752@166362371@@@@@@20060613@@.jpg,"Hilly residential street, partial white multi-story building, two-story light-colored house with gable roof, light blue shutters, elevated entrance and ground-level garage, two-story beige house with bay window, arched entrance and garage with a prominent utility pole, two-story white modern-style building with wide bay window, arched entrance and segmented garage door, multi-story light-colored building with rectangular windows and textured wall, all overlooking a hazy cityscape.",544854.44,4177374.68,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9671227633953094,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544854.44@4177374.68@10@S@37.742585@-122.490752@166362461@@@@@@20060613@@.jpg,"Left foreground building edge, white multi-story residential building with gabled roof and exterior staircase, paved residential street with sidewalk, wooden utility pole with multiple overhead wires, white multi-story residential building with flat roof section and attached garage, right foreground building edge, distant city lights on hills.",544854.44,4177374.68,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9728065263479948,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544854.44@4177374.68@10@S@37.742841@-122.490767@174215764@@@@@@20060625@@.jpg,"Left foreground flat roof, gabled roof, row of multi-story houses with varied facades and exterior staircases ascending a sloped street, asphalt road, row of multi-story houses with exterior staircases and attached garages including one with an arched entry, tall utility pole with multiple cross-arms and dense wiring, tall palm tree, residential street receding uphill with houses.",544854.44,4177374.68,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9842137023806572,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0544904.56@4176066.50@10@S@37.730962@-122.490538@6622836287@@@@@@20120102@@.jpg,"Outdoor concrete staircase on left, two-story building facade with light upper left section and darker upper right section, upper left large multi-pane window, adjacent smaller window, lower left panel-style garage door with horizontal top windows and brick base, upper right three rectangular windows, lower right identical panel-style garage door, small conical evergreen tree, rectangular wall-mounted light fixture.",544904.56,4176066.5,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9823633935302496,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0545052.75@4182034.30@10@S@37.7846@-122.488299@50631243998@@@@@@20201122@@.jpg,"Dark multi-story building section with rectangular windows, adjacent multi-story dark facade building with a balcony and three prominent arched windows on upper floors, a grand arched main entrance with an ornate light-colored surround and a dark paneled door, wide dark stairs leading to the main entrance, a smaller rectangular ground-level door to the left of the stairs, grass lawn in the foreground.",545052.75,4182034.3,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9926450615748763,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0545053.59@4176450.65@10@S@37.734236@-122.488665@51802771630@@@@@@20220105@@.jpg,"Dark adjacent building, two large pruned evergreen shrubs, snowman garden ornament, single-story house section with large rectangular window, deer garden ornament, light-colored front steps with white railings, smaller pruned evergreen shrub, two-story house section with white garage door on ground floor, large multi-paned window on upper floor, foreground grass patch, concrete sidewalk, distant building.",545053.59,4176450.65,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9774968661367893,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0545147.95@4177371.18@10@S@37.742502@-122.487482@6230765430@@@@@@20111010@@.jpg,"Paved street with a worn white line on the left, a tall wooden utility pole with multiple dark cross arms and numerous overhead wires, a dark paved road featuring horizontal grooves and a circular manhole cover on its right, a continuous row of multi-story light-colored residential buildings lining the right side of the street, each with a ground-floor garage, bay window, pitched roof, and chimney, and a deep blue sky traversed by horizontal utility wires with faint outlines of distant hills.",545147.95,4177371.18,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9933281429111958,543256.96,4178906.7,,,,,,,,
C:\Users\danba\Documents\VPR_datasets\SF_XL\queries_night\@0545147.95@4177371.18@10@S@37.742502@-122.487482@6285635241@@@@@@20111027@@.jpg,"Bright yellow painted street line, multiple thin parallel tracks embedded in the street, dark asphalt street with a white 'STOP' marking, street pole with a streetlight, continuous row of attached multi-story residential buildings with light-colored facades.",545147.95,4177371.18,/mnt/d/dan/git_projects/clip_baseline/images/@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.9598200470209122,543256.96,4178906.7,,,,,,,,
